Frequency [Hz],PSD [microns/s^2]^2/Hz
0.268958910704726,1.76094011267771e-19
0.269454907216151,1.75763041150374e-19
0.269951818412049,1.75436028471939e-19
0.27044964597922,1.75112963602237e-19
0.270948391607578,1.74793836959929e-19
0.271448056990151,1.7447863901236e-19
0.271948643823089,1.74167360275345e-19
0.272450153805672,1.73859991312968e-19
0.272952588640311,1.73556522737373e-19
0.27345595003256,1.73256945208554e-19
0.273960239691115,1.72961249434153e-19
0.274465459327824,1.72669426169249e-19
0.274971610657693,1.7238146621616e-19
0.275478695398889,1.72097360424231e-19
0.275986715272749,1.71817099689632e-19
0.276495672003784,1.71540674955155e-19
0.277005567319684,1.71268077210009e-19
0.277516402951327,1.70999297489617e-19
0.278028180632782,1.70734326875411e-19
0.278540902101315,1.70473156494634e-19
0.279054569097398,1.70215777520134e-19
0.279569183364711,1.69962181170164e-19
0.280084746650149,1.69712358708179e-19
0.280601260703831,1.69466301442639e-19
0.2811187272791,1.69224000726804e-19
0.281637148132536,1.68985447958535e-19
0.282156525023955,1.68750634580097e-19
0.282676859716422,1.68519552077956e-19
0.28319815397625,1.68292191982581e-19
0.28372040957301,1.68068545868249e-19
0.284243628279539,1.6784860535284e-19
0.28476781187194,1.67632362097645e-19
0.285292962129593,1.67419807807165e-19
0.285819080835159,1.67210934228916e-19
0.286346169774586,1.67005733153231e-19
0.286874230737117,1.66804196413062e-19
0.287403265515294,1.66606315883789e-19
0.287933275904964,1.66412083483018e-19
0.288464263705286,1.6622149117039e-19
