Frequency [Hz],CPS microns^2
0.192689021526167,1.56849908942913e-20
0.19304436607384,1.57961687799489e-20
0.193400365924791,1.59071023013902e-20
0.193757022287488,1.60177925830743e-20
0.194114336372628,1.61282407503731e-20
0.19447230939314,1.62384479296722e-20
0.194830942564188,1.63484152484518e-20
0.19519023710318,1.64581438353547e-20
0.195550194229768,1.65676348202418e-20
0.195910815165852,1.66768893342409e-20
0.196272101135586,1.67859085097877e-20
0.196634053365383,1.68946934806624e-20
0.196996673083915,1.70032453820225e-20
0.197359961522123,1.71115653504315e-20
0.197723919913215,1.72196545238866e-20
0.198088549492675,1.73275140418432e-20
0.198453851498264,1.74351450452384e-20
0.198819827170028,1.75425486765132e-20
0.199186477750297,1.76497260796334e-20
0.199553804483694,1.77566784001103e-20
0.199921808617137,1.78634067850198e-20
0.200290491399841,1.79699123830218e-20
0.20065985408333,1.80761963443786e-20
0.20102989792143,1.81822598209735e-20
0.201400624170282,1.82881039663283e-20
0.201772034088346,1.83937299356213e-20
0.202144128936398,1.84991388857049e-20
0.202516909977542,1.86043319751224e-20
0.202890378477211,1.87093103641262e-20
0.203264535703171,1.88140752146938e-20
0.203639382925525,1.89186276905459e-20
0.204014921416721,1.90229689571625e-20
0.204391152451552,1.91271001818006e-20
0.204768077307161,1.92310225335105e-20
0.205145697263047,1.93347371831529e-20
0.20552401360107,1.9438245303416e-20
0.205903027605451,1.95415480688321e-20
0.206282740562781,1.96446466557945e-20
0.206663153762025,1.97475422425745e-20
0.207044268494523,1.98502360093383e-20
0.207426086053996,1.99527291381637e-20
0.207808607736552,2.00550228130574e-20
0.20819183484069,2.01571182199716e-20
0.208575768667302,2.02590165468213e-20
0.208960410519679,2.03607189835011e-20
0.209345761703516,2.04622267219026e-20
0.209731823526917,2.05635409559311e-20
0.210118597300396,2.06646628815231e-20
0.210506084336886,2.0765593696663e-20
0.21089428595174,2.08663346014011e-20
0.211283203462736,2.09668867978703e-20
0.211672838190084,2.10672514903033e-20
0.212063191456427,2.11674298850506e-20
0.212454264586848,2.12674231905973e-20
0.212846058908874,2.1367232617581e-20
0.21323857575248,2.14668593788089e-20
0.213631816450092,2.15663046892758e-20
0.214025782336595,2.16655697661815e-20
0.214420474749335,2.17646558289482e-20
0.214815895028124,2.18635640992388e-20
0.215212044515246,2.19622958009742e-20
0.215608924555459,2.20608521603513e-20
0.216006536496002,2.2159234405861e-20
0.216404881686598,2.22574437683057e-20
0.216803961479458,2.23554814808178e-20
0.217203777229288,2.24533487788776e-20
0.217604330293292,2.2551046900331e-20
0.218005622031178,2.26485770854081e-20
0.218407653805158,2.27459405767416e-20
0.21881042697996,2.28431386193842e-20
0.219213942922827,2.29401724608278e-20
0.219618203003523,2.30370433510214e-20
0.220023208594339,2.31337525423899e-20
0.220428961070096,2.32303012898519e-20
0.220835461808151,2.33266908508393e-20
0.221242712188399,2.34229224853149e-20
0.221650713593284,2.35189974557916e-20
0.222059467407794,2.3614917027351e-20
0.222468975019475,2.37106824676624e-20
0.222879237818432,2.38062950470012e-20
0.22329025719733,2.39017560382681e-20
0.223702034551406,2.39970667170081e-20
0.224114571278467,2.40922283614295e-20
0.224527868778901,2.41872422524226e-20
0.224941928455675,2.42821096735796e-20
0.225356751714347,2.43768319112129e-20
0.225772339963063,2.44714102543753e-20
0.226188694612569,2.45658459948785e-20
0.226605817076211,2.46601404273131e-20
0.227023708769942,2.47542948490675e-20
0.227442371112325,2.48483105603479e-20
0.227861805524542,2.49421888641977e-20
0.228282013430393,2.5035931066517e-20
0.228702996256305,2.51295384760825e-20
0.229124755431334,2.5223012404567e-20
0.229547292387173,2.53163541665594e-20
