Frequency [Hz],PSD [m/s^2]^2/Hz
26.4066526631428,3.24249627473334e-12
26.562905045765,4.21804420408436e-12
26.7191574283871,1.4204868716116e-12
26.8754098110093,1.97550808334663e-11
27.0316621936314,6.09162404022573e-11
27.1879145762536,3.95422475897711e-11
27.3441669588757,1.18934127730778e-11
27.5004193414979,6.463189106671e-12
27.65667172412,5.62938199183627e-11
27.8129241067422,8.80277285425218e-11
27.9691764893643,6.01863447470457e-11
28.1254288719865,6.87915130882194e-11
28.2816812546086,6.42798141384335e-11
28.4379336372307,2.57281654528948e-11
28.5941860198529,2.67370969445942e-11
28.750438402475,1.64130994321006e-11
28.9066907850972,8.9631333719658e-12
29.0629431677193,2.72068054865277e-11
29.2191955503415,8.85463524766833e-13
29.3754479329636,1.16418980120038e-10
29.5317003155858,6.88612987244668e-11
29.6879526982079,6.15316818382575e-11
29.8442050808301,8.1068094870603e-11
30.0004574634522,1.29277583638732e-11
30.1567098460744,1.87765601568205e-12
30.3129622286965,2.12579596778216e-11
30.4692146113187,4.32326307593049e-11
30.6254669939408,3.98258953584256e-11
30.781719376563,1.73275053276738e-11
30.9379717591851,6.01715016867198e-12
31.0942241418072,4.71178784127676e-12
31.2504765244294,1.40796145933224e-11
31.4067289070515,1.59643912828897e-12
31.5629812896737,2.94612528883479e-11
31.7192336722958,4.79460464349355e-11
31.875486054918,2.50130311326326e-11
32.0317384375401,3.15926270388412e-11
32.1879908201623,4.99417607680987e-11
32.3442432027844,1.42290348901675e-11
32.5004955854066,3.8126780202356e-11
32.6567479680287,4.26336883435162e-11
32.8130003506509,1.03956195473798e-10
32.969252733273,1.7604397895261e-10
33.1255051158952,2.71947525871449e-11
33.2817574985173,9.20683330638078e-12
33.4380098811395,1.05641507502869e-10
33.5942622637616,2.37200957798462e-11
33.7505146463837,2.13050727284212e-10
33.9067670290059,2.76035136279157e-11
34.063019411628,5.90809886701501e-10
34.2192717942502,7.37799099075025e-10
34.3755241768723,3.29539937737859e-10
34.5317765594945,1.32237921372837e-10
34.6880289421166,9.51722833938069e-11
34.8442813247388,4.83843283360919e-11
35.0005337073609,1.17727539305589e-11
35.1567860899831,5.9787060689301e-12
35.3130384726052,4.55855265465255e-11
35.4692908552274,4.66918136274763e-11
35.6255432378495,1.69993405094696e-11
35.7817956204717,9.84921139717297e-11
35.9380480030938,8.75819267805902e-11
36.0943003857159,5.73365654474929e-12
36.2505527683381,6.1837867879265e-12
36.4068051509602,1.4200321211617e-10
36.5630575335824,1.83464149999562e-10
36.7193099162045,1.50876392255162e-10
36.8755622988267,4.95254757661929e-11
37.0318146814488,1.39640706903913e-10
37.188067064071,6.93965040574572e-11
37.3443194466931,2.15688770234709e-10
37.5005718293153,1.24417775239928e-10
37.6568242119374,1.35686056735943e-10
37.8130765945596,2.09294528866809e-10
37.9693289771817,2.43976072852204e-10
38.1255813598039,1.68531323127042e-10
38.281833742426,1.35955989841118e-10
38.4380861250482,1.95632343259129e-10
38.5943385076703,1.47889465580799e-10
38.7505908902924,3.89924557123118e-11
38.9068432729146,1.32406503112816e-11
39.0630956555367,9.22019384121836e-12
39.2193480381589,1.11983274713775e-11
39.375600420781,2.20508469025554e-11
39.5318528034032,2.98968201957807e-11
39.6881051860253,3.74897003822327e-11
39.8443575686475,3.12380878665046e-11
40.0006099512696,3.77499991740749e-12
40.1568623338918,5.6038068892077e-11
40.3131147165139,9.54970869085454e-11
40.4693670991361,1.0491473275028e-10
40.6256194817582,2.93473105411493e-11
40.7818718643804,1.62947617359653e-11
40.9381242470025,7.35142558358384e-11
41.0943766296246,9.80360550823772e-11
41.2506290122468,4.41696624796559e-11
41.4068813948689,5.60193791945192e-11
41.5631337774911,4.26622460273814e-11
41.7193861601132,7.08261712456756e-11
41.8756385427354,4.45524488482089e-10
42.0318909253575,7.77439122373374e-11
42.1881433079797,5.99972982974684e-10
42.3443956906018,3.35856487086956e-10
42.500648073224,2.19772426115143e-11
42.6569004558461,8.91658209023037e-11
42.8131528384683,4.80189803153766e-11
42.9694052210904,5.91416810495451e-11
43.1256576037126,1.55765307310112e-11
43.2819099863347,7.04404273422694e-12
43.4381623689569,1.80248766181384e-11
43.594414751579,6.30602079478991e-14
43.7506671342012,5.04700781678044e-11
43.9069195168233,7.18285515172643e-12
44.0631718994454,3.00972684304624e-11
44.2194242820676,1.97410697407907e-10
44.3756766646897,6.09059501785525e-11
44.5319290473119,9.46971503746212e-11
44.688181429934,4.97474301616112e-11
44.8444338125562,8.63285438528381e-12
45.0006861951783,2.13167531331031e-11
45.1569385778005,3.72898995348122e-11
45.3131909604226,7.06574912665177e-11
45.4694433430448,2.33904291720397e-11
45.6256957256669,7.42342271211165e-11
45.7819481082891,2.70473170883493e-11
